,geoapi_id,request_id,lat,long,accuracy,number,district,public_place
22476,Google,15734,-23.5937483,-46.62771859999999,,220,VILA MARIANA,RUA DOMINGOS AUGUSTO SETTI
22477,MapBox,15734,-23.593472,-46.627813,0.801728,220,VILA MARIANA,RUA DOMINGOS AUGUSTO SETTI
22478,Google,15735,-23.5940737,-46.62491070000001,,132,VILA MARIANA,PICO DELLA MIRANDOLA
22479,TomTom,15735,-23.59414,-46.62473,14.211019516,132,VILA MARIANA,PICO DELLA MIRANDOLA
22480,MapBox,15735,-23.594134,-46.624572,0.795556,132,VILA MARIANA,PICO DELLA MIRANDOLA
22481,OpenRouteService,15735,-23.594172,-46.62459,1.0,132,VILA MARIANA,PICO DELLA MIRANDOLA
22482,TomTom,15736,-23.59379,-46.62472,14.2824602127,3,VILA MARIANA,RUA PEDRO NICOLE
22483,Google,15736,-23.5937202,-46.6246026,,3,VILA MARIANA,RUA PEDRO NICOLE
22484,MapBox,15736,-23.593694,-46.624951,0.795556,3,VILA MARIANA,RUA PEDRO NICOLE
22485,OpenRouteService,15736,-23.593666,-46.625034,0.8,3,VILA MARIANA,RUA PEDRO NICOLE
22486,OpenRouteService,15737,-23.597755,-46.624018,0.8,171,VILA MARIANA,RUA CARLOS GEROLOMO MONACO
22487,MapBox,15737,-23.597572,-46.623342,0.801728,171,VILA MARIANA,RUA CARLOS GEROLOMO MONACO
22488,TomTom,15737,-23.59762,-46.62336,16.2342300415,171,VILA MARIANA,RUA CARLOS GEROLOMO MONACO
22489,Google,15737,-23.5973819,-46.623209,,171,VILA MARIANA,RUA CARLOS GEROLOMO MONACO
22490,MapBox,15738,-23.5977468,-46.6217289,0.729899,S/N,CURSINO,RUA MAESTRO JOAO BATISTA JULIAO
22491,Google,15738,-23.5977848,-46.6217888,,S/N,CURSINO,RUA MAESTRO JOAO BATISTA JULIAO
22492,TomTom,15738,-23.59775,-46.6218,18.7429389954,S/N,CURSINO,RUA MAESTRO JOAO BATISTA JULIAO
22493,OpenRouteService,15738,-23.570533,-46.663713,0.6,S/N,CURSINO,RUA MAESTRO JOAO BATISTA JULIAO
22494,MapBox,15739,-23.607153,-46.620962,0.787619,834,CURSINO,VIGARIO ALBERNAZ
22495,TomTom,15739,-23.60742,-46.62029,12.0475168228,834,CURSINO,VIGARIO ALBERNAZ
22496,OpenRouteService,15739,-23.570533,-46.663713,0.6,834,CURSINO,VIGARIO ALBERNAZ
22497,Google,15739,-23.6075274,-46.6203438,,834,CURSINO,VIGARIO ALBERNAZ
22498,TomTom,15740,-23.70667,-46.5058,13.7062225342,235,CURSINO,RUA RAMALHO ORTIGAO
22499,Google,15740,-23.6056694,-46.62097869999999,,235,CURSINO,RUA RAMALHO ORTIGAO
22500,MapBox,15740,-23.7083201,-46.5072406,0.638148,235,CURSINO,RUA RAMALHO ORTIGAO
22501,OpenRouteService,15740,-23.570533,-46.663713,0.6,235,CURSINO,RUA RAMALHO ORTIGAO
22502,Google,15741,-23.6045718,-46.61646959999999,,97,CURSINO,RUA AMERICO RIBEIRO
22503,MapBox,15741,-23.604526,-46.616447,0.795556,97,CURSINO,RUA AMERICO RIBEIRO
22504,OpenRouteService,15741,-23.604466,-46.616205,0.8,97,CURSINO,RUA AMERICO RIBEIRO
22505,TomTom,15741,-23.60415,-46.61676,14.1170272827,97,CURSINO,RUA AMERICO RIBEIRO
22506,OpenRouteService,15742,-23.570533,-46.663713,0.6,44/48,CURSINO,RUA DO RANCHO
22507,Google,15742,-23.6065483,-46.6159983,,44/48,CURSINO,RUA DO RANCHO
22508,TomTom,15742,-24.15184,-46.77722,12.8957748413,44/48,CURSINO,RUA DO RANCHO
22509,MapBox,15742,-23.48967275,-47.4899767533277,0.638148,44/48,CURSINO,RUA DO RANCHO
22510,TomTom,15743,-23.60533,-46.61356,14.2824602127,1317,IPIRANGA,RUA SALVADOR SIMOES
22511,MapBox,15743,-23.6006001,-46.6136424,0.74,1317,IPIRANGA,RUA SALVADOR SIMOES
22512,Google,15743,-23.6053583,-46.6134288,,1317,IPIRANGA,RUA SALVADOR SIMOES
22513,OpenRouteService,15743,-23.598629,-46.613854,0.8,1317,IPIRANGA,RUA SALVADOR SIMOES
22514,MapBox,15744,-23.6026815,-46.6159934,0.670952,161,CURSINO,JOSE COCCIUFFO
22515,OpenRouteService,15744,-23.570533,-46.663713,0.6,161,CURSINO,JOSE COCCIUFFO
22516,Google,15744,-23.6017578,-46.6160264,,161,CURSINO,JOSE COCCIUFFO
22517,TomTom,15744,-23.60175,-46.61599,12.0475168228,161,CURSINO,JOSE COCCIUFFO
22518,TomTom,15745,-23.60331,-46.6126,9.5177793503,9,IPIRANGA,COSMOPOLITA
22519,MapBox,15745,-22.7469169,-45.6160452,0.582593,9,IPIRANGA,COSMOPOLITA
22520,Google,15745,-23.6315581,-46.7054947,,9,IPIRANGA,COSMOPOLITA
22521,OpenRouteService,15745,-23.570533,-46.663713,0.6,9,IPIRANGA,COSMOPOLITA
22522,TomTom,15746,-23.6011,-46.61973,16.4314441681,371,CURSINO,RUA VISCONDE DE GUARATIBA
22523,Google,15746,-23.6011636,-46.6195752,,371,CURSINO,RUA VISCONDE DE GUARATIBA
22524,OpenRouteService,15746,-23.600119,-46.619402,0.8,371,CURSINO,RUA VISCONDE DE GUARATIBA
22525,MapBox,15746,-23.6020662,-46.6201018,0.752346,371,CURSINO,RUA VISCONDE DE GUARATIBA
22526,TomTom,15747,-23.59961,-46.61538,18.5325260162,62,IPIRANGA,RUA DOUTOR ELISIO DE CASTRO
22527,OpenRouteService,15747,-23.59922,-46.611348,0.8,62,IPIRANGA,RUA DOUTOR ELISIO DE CASTRO
22528,Google,15747,-23.5996764,-46.6153954,,62,IPIRANGA,RUA DOUTOR ELISIO DE CASTRO
22529,MapBox,15747,-23.599574,-46.615974,0.806667,62,IPIRANGA,RUA DOUTOR ELISIO DE CASTRO
22530,Google,15748,-23.6000596,-46.6139253,,722,IPIRANGA,RUA SALVADOR SIMOES
22531,TomTom,15748,-23.60001,-46.61389,14.2824602127,722,IPIRANGA,RUA SALVADOR SIMOES
22532,MapBox,15748,-23.597473,-46.613964,0.795556,722,IPIRANGA,RUA SALVADOR SIMOES
22533,OpenRouteService,15748,-23.598629,-46.613854,0.8,722,IPIRANGA,RUA SALVADOR SIMOES
22534,OpenRouteService,15749,-23.570533,-46.663713,0.6,469,IPIRANGA,PRACA PINHEIRO DONA CUNHA
22535,MapBox,15749,-23.6307035,-46.4697258,0.604198,469,IPIRANGA,PRACA PINHEIRO DONA CUNHA
22536,TomTom,15749,-23.59574,-46.61463,13.8407621384,469,IPIRANGA,PRACA PINHEIRO DONA CUNHA
22537,Google,15749,-23.595608,-46.61544869999999,,469,IPIRANGA,PRACA PINHEIRO DONA CUNHA
22538,OpenRouteService,15750,-23.595078,-46.614912,0.8,46,IPIRANGA,SOUTHEY
22539,TomTom,15750,-23.5947,-46.61501,9.6567392349,46,IPIRANGA,SOUTHEY
22540,Google,15750,-23.5947461,-46.6151317,,46,IPIRANGA,SOUTHEY
22541,MapBox,15750,-23.595748,-46.6148508,0.66037,46,IPIRANGA,SOUTHEY
22542,TomTom,15751,-23.59456,-46.61518,12.0984487534,24,IPIRANGA,RUA SOUTHEY
22543,MapBox,15751,-23.595748,-46.6148508,0.724127,24,IPIRANGA,RUA SOUTHEY
22544,OpenRouteService,15751,-23.595078,-46.614912,0.8,24,IPIRANGA,RUA SOUTHEY
22545,Google,15751,-23.594574,-46.6152259,,24,IPIRANGA,RUA SOUTHEY
22546,TomTom,15752,-23.62524,-46.60964,12.0475168228,757,SACOMA,ROMAO PUIGGARI
22547,Google,15752,-23.6252201,-46.6096306,,757,SACOMA,ROMAO PUIGGARI
22548,OpenRouteService,15752,-23.570533,-46.663713,0.6,757,SACOMA,ROMAO PUIGGARI
22549,MapBox,15752,-23.625283,-46.609658,0.787619,757,SACOMA,ROMAO PUIGGARI
22550,MapBox,15753,-23.624387,-46.607187,0.806667,732,SACOMA,RUA NOSSA SRA DAS MERCES
22551,OpenRouteService,15753,-23.570533,-46.663713,0.6,732,SACOMA,RUA NOSSA SRA DAS MERCES
22552,Google,15753,-23.6339711,-46.6067426,,732,SACOMA,RUA NOSSA SRA DAS MERCES
22553,TomTom,15753,-23.624,-46.6076,18.5256881714,732,SACOMA,RUA NOSSA SRA DAS MERCES
22554,TomTom,15754,-23.62545,-46.60505,12.0984487534,266,SACOMA,RUA ITALVA
22555,Google,15754,-23.6252671,-46.6051365,,266,SACOMA,RUA ITALVA
22556,MapBox,15754,-23.625368,-46.604889,0.787619,266,SACOMA,RUA ITALVA
22557,OpenRouteService,15754,-23.570533,-46.663713,0.6,266,SACOMA,RUA ITALVA
22558,MapBox,15755,-23.619013,-46.612645,0.795556,121,CURSINO,RUA DOM MACARIO
22559,Google,15755,-23.615105,-46.60993,,121,CURSINO,RUA DOM MACARIO
22560,OpenRouteService,15755,-23.614164,-46.609436,0.8,121,CURSINO,RUA DOM MACARIO
22561,TomTom,15755,-23.61505,-46.60991,14.2824602127,121,CURSINO,RUA DOM MACARIO
22562,MapBox,15756,-23.531483,-46.480587,0.713996,        70,CURSINO,OSWALDO ARANHA
22563,Google,15756,-23.6136063,-46.60983419999999,,        70,CURSINO,OSWALDO ARANHA
22564,OpenRouteService,15756,-23.570533,-46.663713,0.6,        70,CURSINO,OSWALDO ARANHA
22565,TomTom,15757,-23.60936,-46.61178,14.2824602127,20,CURSINO,RUA LINO GUEDES
22566,Google,15757,-23.6094612,-46.6118142,,20,CURSINO,RUA LINO GUEDES
22567,MapBox,15757,-23.6103466,-46.6107318,0.74,20,CURSINO,RUA LINO GUEDES
22568,OpenRouteService,15757,-23.610464,-46.610634,0.8,20,CURSINO,RUA LINO GUEDES
22569,Google,15758,-23.612253,-46.6088904,,92,CURSINO,AVENIDA INHAIBA
22570,TomTom,15758,-23.61312,-46.60879,12.0984487534,92,CURSINO,AVENIDA INHAIBA
22571,OpenRouteService,15758,-23.612615,-46.608335,0.8,92,CURSINO,AVENIDA INHAIBA
22572,MapBox,15758,-23.612673,-46.608732,0.787619,92,CURSINO,AVENIDA INHAIBA
22573,Google,15759,-23.6125461,-46.6015308,,74,SACOMA,RUA BELGRADO
22574,TomTom,15759,-23.61276,-46.60126,11.9583129883,74,SACOMA,RUA BELGRADO
22575,OpenRouteService,15759,-23.61269,-46.601735,0.8,74,SACOMA,RUA BELGRADO
22576,MapBox,15759,-23.612752,-46.601201,0.787619,74,SACOMA,RUA BELGRADO
22577,OpenRouteService,15760,-23.570533,-46.663713,0.6,       135,CAMBUCI,MARIA DONA CONCEICAO MACIEL DE BARROS
22578,Google,15760,-23.6254824,-46.6033541,,       135,CAMBUCI,MARIA DONA CONCEICAO MACIEL DE BARROS
22579,MapBox,15760,-23.6265021,-46.6036385,0.629394,       135,CAMBUCI,MARIA DONA CONCEICAO MACIEL DE BARROS
22580,MapBox,15761,-23.628268,-46.616502,0.801728,219,SACOMA,RUA MARQUES DE LAGES
22581,TomTom,15761,-23.62767,-46.61644,15.8593397141,219,SACOMA,RUA MARQUES DE LAGES
22582,OpenRouteService,15761,-23.628062,-46.614699,0.8,219,SACOMA,RUA MARQUES DE LAGES
22583,Google,15761,-23.6281858,-46.6166621,,219,SACOMA,RUA MARQUES DE LAGES
22584,TomTom,15762,-23.62517,-46.60145,16.4244728088,335,SACOMA,AVENIDA PADRE ARLINDO VIEIRA
22585,OpenRouteService,15762,-23.64771,-46.612922,0.8,335,SACOMA,AVENIDA PADRE ARLINDO VIEIRA
22586,Google,15762,-23.6251477,-46.601492,,335,SACOMA,AVENIDA PADRE ARLINDO VIEIRA
22587,MapBox,15762,-23.633128,-46.605159,0.801728,335,SACOMA,AVENIDA PADRE ARLINDO VIEIRA
22588,OpenRouteService,15763,-23.619216,-46.603624,0.8,22,SACOMA,RUA TAQUARICHIM
22589,Google,15763,-23.6188463,-46.6042965,,22,SACOMA,RUA TAQUARICHIM
22590,MapBox,15763,-23.618445,-46.604133,0.787619,22,SACOMA,RUA TAQUARICHIM
22591,TomTom,15763,-23.61853,-46.60417,11.9583129883,22,SACOMA,RUA TAQUARICHIM
22592,OpenRouteService,15764,-23.585396,-46.635539,0.8,9185,SACOMA,RUA VERGUEIRO
22593,MapBox,15764,-23.620653,-46.602197,0.787619,9185,SACOMA,RUA VERGUEIRO
22594,Google,15764,-23.6187354,-46.60287109999999,,9185,SACOMA,RUA VERGUEIRO
22595,TomTom,15764,-23.61901,-46.60261,11.9583129883,9185,SACOMA,RUA VERGUEIRO
22596,TomTom,15765,-23.61941,-46.60057,16.4244728088,101,SACOMA,RUA PROFESSOR RAUL PEDERNEIRAS
22597,OpenRouteService,15765,-23.619538,-46.600452,0.8,101,SACOMA,RUA PROFESSOR RAUL PEDERNEIRAS
22598,MapBox,15765,-23.619528,-46.60094,0.801728,101,SACOMA,RUA PROFESSOR RAUL PEDERNEIRAS
22599,Google,15765,-23.619415,-46.6006268,,101,SACOMA,RUA PROFESSOR RAUL PEDERNEIRAS
22600,MapBox,15766,-23.622628,-46.599991,0.787619,36,SACOMA,RUA LARANJAL
22601,OpenRouteService,15766,-23.622653,-46.59998,0.8,36,SACOMA,RUA LARANJAL
22602,TomTom,15766,-23.62282,-46.59989,12.0984487534,36,SACOMA,RUA LARANJAL
22603,Google,15766,-23.6222151,-46.6000694,,36,SACOMA,RUA LARANJAL
22604,MapBox,15767,-23.6215085,-46.5992751,0.66037,        68,SACOMA,ESTILAC
22605,OpenRouteService,15767,-23.570533,-46.663713,0.6,        68,SACOMA,ESTILAC
22606,Google,15767,-23.6215588,-46.5997222,,        68,SACOMA,ESTILAC
22607,OpenRouteService,15768,-23.570533,-46.663713,0.6,271,SACOMA,ESTILAC
22608,MapBox,15768,-23.6215085,-46.5992751,0.66037,271,SACOMA,ESTILAC
22609,Google,15768,-23.6214115,-46.5978016,,271,SACOMA,ESTILAC
22610,TomTom,15768,-23.62142,-46.59778,9.6567392349,271,SACOMA,ESTILAC
22611,Google,15769,-23.6181075,-46.5977083,,      1212,SACOMA,MARICA
22612,OpenRouteService,15769,-23.570533,-46.663713,0.6,      1212,SACOMA,MARICA
22613,MapBox,15769,-23.533427,-46.443178,0.76399,      1212,SACOMA,MARICA
22614,OpenRouteService,15770,-23.610645,-46.597569,0.8,1338,SACOMA,RUA ALENCAR ARARIPE
22615,TomTom,15770,-23.61924,-46.59634,14.2824602127,1338,SACOMA,RUA ALENCAR ARARIPE
22616,MapBox,15770,-23.6143934,-46.5969857,0.74,1338,SACOMA,RUA ALENCAR ARARIPE
22617,Google,15770,-23.619311,-46.5965274,,1338,SACOMA,RUA ALENCAR ARARIPE
22618,Google,15771,-23.6188803,-46.59615609999999,,1285,SACOMA,RUA ALENCAR ARARIPE
22619,TomTom,15771,-23.61886,-46.59612,14.2824602127,1285,SACOMA,RUA ALENCAR ARARIPE
22620,OpenRouteService,15771,-23.610645,-46.597569,0.8,1285,SACOMA,RUA ALENCAR ARARIPE
22621,MapBox,15771,-23.6143934,-46.5969857,0.74,1285,SACOMA,RUA ALENCAR ARARIPE
22622,OpenRouteService,15772,-23.616001,-46.602333,0.8,73,SACOMA,RUA PROFESSOR VILALVA JUNIOR
22623,TomTom,15772,-23.61604,-46.60232,16.4244728088,73,SACOMA,RUA PROFESSOR VILALVA JUNIOR
22624,Google,15772,-23.6160796,-46.6021147,,73,SACOMA,RUA PROFESSOR VILALVA JUNIOR
22625,MapBox,15772,-23.615953,-46.602284,0.801728,73,SACOMA,RUA PROFESSOR VILALVA JUNIOR
22626,MapBox,15773,-23.614976,-46.602549,0.788611,158,SACOMA,PRAÇA FREDERICO OZANAM
22627,Google,15773,-23.1824841,-46.8892305,,158,SACOMA,PRAÇA FREDERICO OZANAM
22628,TomTom,15773,-23.61416,-46.60221,13.5746078491,158,SACOMA,PRAÇA FREDERICO OZANAM
22629,OpenRouteService,15773,-23.570533,-46.663713,0.6,158,SACOMA,PRAÇA FREDERICO OZANAM
22630,MapBox,15774,-23.495759,-46.648374,0.759097,100,SACOMA,RIGA
22631,TomTom,15774,-23.61734,-46.60079,9.6567392349,100,SACOMA,RIGA
22632,OpenRouteService,15774,-23.570533,-46.663713,0.6,100,SACOMA,RIGA
22633,Google,15774,-23.6173732,-46.6009093,,100,SACOMA,RIGA
22634,OpenRouteService,15775,-23.570533,-46.663713,0.6,       298,SACOMA,REGINO ARAGAO
22635,MapBox,15775,-23.612812,-46.606449,0.787619,       298,SACOMA,REGINO ARAGAO
22636,Google,15775,-23.6130966,-46.60374960000001,,       298,SACOMA,REGINO ARAGAO
22637,OpenRouteService,15776,-23.620399,-46.599235,0.8,90,SACOMA,RUA IZONZO
22638,TomTom,15776,-23.61678,-46.5992,12.0984487534,90,SACOMA,RUA IZONZO
22639,Google,15776,-23.6168233,-46.5993777,,90,SACOMA,RUA IZONZO
22640,MapBox,15776,-23.617198,-46.599136,0.787619,90,SACOMA,RUA IZONZO
22641,OpenRouteService,15777,-23.570533,-46.663713,0.6,       107,SACOMA,CHACO
22642,Google,15777,-23.615068,-46.60010459999999,,       107,SACOMA,CHACO
22643,MapBox,15777,-23.530993,-46.65138,0.761091,       107,SACOMA,CHACO
22644,TomTom,15778,-23.61413,-46.59945,18.9066925049,158,SACOMA,RUA SALVADOR PIRES DE LIMA
22645,OpenRouteService,15778,-23.613947,-46.597538,0.8,158,SACOMA,RUA SALVADOR PIRES DE LIMA
22646,Google,15778,-23.6143315,-46.5993837,,158,SACOMA,RUA SALVADOR PIRES DE LIMA
22647,MapBox,15778,-23.614125,-46.600151,0.806667,158,SACOMA,RUA SALVADOR PIRES DE LIMA
22648,Google,15779,-23.6143315,-46.5993837,,158-,SACOMA,SALVADOR PIRES DE LIMA
22649,OpenRouteService,15779,-23.570533,-46.663713,0.6,158-,SACOMA,SALVADOR PIRES DE LIMA
22650,TomTom,15779,-23.61413,-46.59945,16.7143192291,158-,SACOMA,SALVADOR PIRES DE LIMA
22651,MapBox,15779,-23.614125,-46.600151,0.801728,158-,SACOMA,SALVADOR PIRES DE LIMA
22652,Google,15780,-23.61258,-46.5971519,,611,SACOMA,RUA ALENCAR ARARIPE
22653,MapBox,15780,-23.613667,-46.597124,0.795556,611,SACOMA,RUA ALENCAR ARARIPE
22654,OpenRouteService,15780,-23.612462,-46.596984,0.8,611,SACOMA,RUA ALENCAR ARARIPE
22655,TomTom,15780,-23.61307,-46.59714,14.1170272827,611,SACOMA,RUA ALENCAR ARARIPE
22656,TomTom,15781,-23.61092,-46.59648,14.2824602127,264,SACOMA,RUA MARECHAL PIMENTEL
22657,OpenRouteService,15781,-23.611854,-46.596261,0.8,264,SACOMA,RUA MARECHAL PIMENTEL
22658,Google,15781,-23.6109451,-46.59659629999999,,264,SACOMA,RUA MARECHAL PIMENTEL
22659,MapBox,15781,-23.6128125,-46.596011,0.74,264,SACOMA,RUA MARECHAL PIMENTEL
22660,OpenRouteService,15782,-23.570533,-46.663713,0.6,261,SACOMA,ALENCAR ARARIPE
22661,MapBox,15782,-23.6143934,-46.5969857,0.724127,261,SACOMA,ALENCAR ARARIPE
22662,TomTom,15782,-23.60975,-46.59762,12.0475168228,261,SACOMA,ALENCAR ARARIPE
22663,Google,15782,-23.609791,-46.5975816,,261,SACOMA,ALENCAR ARARIPE
22664,OpenRouteService,15783,-23.570533,-46.663713,0.6,293,IPIRANGA,RUA MACACHAS
22665,MapBox,15783,-23.607226,-46.6123436,0.670952,293,IPIRANGA,RUA MACACHAS
22666,Google,15783,-23.60633,-46.612042,,293,IPIRANGA,RUA MACACHAS
22667,TomTom,15783,-16.10612,-57.68269,9.9539461136,293,IPIRANGA,RUA MACACHAS
22668,MapBox,15784,-23.605284,-46.6070005,0.66037,358,IPIRANGA,CAPICHANA
22669,Google,15784,-23.6075464,-46.6084663,,358,IPIRANGA,CAPICHANA
22670,OpenRouteService,15784,-20.489613,-47.42802,1.0,358,IPIRANGA,CAPICHANA
22671,TomTom,15784,-23.60757,-46.60837,9.6567392349,358,IPIRANGA,CAPICHANA
22672,MapBox,15785,-23.6058043,-46.6091641,0.670952,78,CURSINO,ADOLFO CAMINHA
22673,Google,15785,-23.6054249,-46.60914289999999,,78,CURSINO,ADOLFO CAMINHA
22674,OpenRouteService,15785,-23.605333,-46.608915,0.8,78,CURSINO,ADOLFO CAMINHA
22675,TomTom,15785,-23.60541,-46.60908,12.0475168228,78,CURSINO,ADOLFO CAMINHA
22676,MapBox,15786,-23.683046,-46.78694,0.787619,90,SACOMA,RUA RENO
22677,TomTom,15786,-23.36402,-46.40959,11.5475082397,90,SACOMA,RUA RENO
22678,Google,15786,-23.6099059,-46.6007865,,90,SACOMA,RUA RENO
22679,OpenRouteService,15786,-23.609603,-46.602642,0.8,90,SACOMA,RUA RENO
22680,OpenRouteService,15787,-23.570533,-46.663713,0.6,28,IPIRANGA,CAPAO DO REGO
22681,TomTom,15787,-23.6044,-46.60721,14.211019516,28,IPIRANGA,CAPAO DO REGO
22682,MapBox,15787,-23.604122,-46.607353,0.795556,28,IPIRANGA,CAPAO DO REGO
22683,Google,15787,-23.6042908,-46.6071578,,28,IPIRANGA,CAPAO DO REGO
22684,MapBox,15788,-23.603193,-46.6087,0.787619,546,IPIRANGA,RUA BAMBORE
22685,Google,15788,-23.6028424,-46.60814999999999,,546,IPIRANGA,RUA BAMBORE
22686,TomTom,15788,-23.60284,-46.60851,12.0984487534,546,IPIRANGA,RUA BAMBORE
22687,OpenRouteService,15788,-23.603008,-46.608646,0.8,546,IPIRANGA,RUA BAMBORE
22688,MapBox,15789,-23.626557,-46.591919,0.74,34,IPIRANGA,RUA CORREIA SALGADO
22689,OpenRouteService,15789,-23.59675,-46.606728,0.8,34,IPIRANGA,RUA CORREIA SALGADO
22690,TomTom,15789,-23.59724,-46.6119,14.2824602127,34,IPIRANGA,RUA CORREIA SALGADO
22691,Google,15789,-23.59734,-46.611932,,34,IPIRANGA,RUA CORREIA SALGADO
22692,Google,15790,-23.5990185,-46.61030299999999,,565,IPIRANGA,DOUTOR ELISIO DE CASTRO
22693,MapBox,15790,-23.599095,-46.60974,0.801728,565,IPIRANGA,DOUTOR ELISIO DE CASTRO
22694,TomTom,15790,-23.59905,-46.61028,16.3401527405,565,IPIRANGA,DOUTOR ELISIO DE CASTRO
22695,OpenRouteService,15790,-23.570533,-46.663713,0.6,565,IPIRANGA,DOUTOR ELISIO DE CASTRO
22696,MapBox,15791,-23.600665,-46.609491,0.787619,1758,IPIRANGA,AVENIDA NAZARE
22697,TomTom,15791,-23.59967,-46.60972,12.0984487534,1758,IPIRANGA,AVENIDA NAZARE
22698,Google,15791,-23.5996898,-46.60985549999999,,1758,IPIRANGA,AVENIDA NAZARE
22699,OpenRouteService,15791,-23.583812,-46.610898,0.8,1758,IPIRANGA,AVENIDA NAZARE
22700,MapBox,15792,-23.6031935,-46.6086998888836,0.66037,       137,IPIRANGA,BAMBORE
22701,Google,15792,-23.5991791,-46.6082212,,       137,IPIRANGA,BAMBORE
22702,OpenRouteService,15792,-20.489613,-47.42802,1.0,       137,IPIRANGA,BAMBORE
22703,TomTom,15793,-24.15017,-47.31834,9.7358856201,190,IPIRANGA,MIRACATU
22704,Google,15793,-23.6004642,-46.6072744,,190,IPIRANGA,MIRACATU
22705,MapBox,15793,-23.5991026,-46.6074564,0.66037,190,IPIRANGA,MIRACATU
22706,OpenRouteService,15793,-23.570533,-46.663713,0.6,190,IPIRANGA,MIRACATU
22707,MapBox,15794,-23.6193006,-46.4505275,0.74,1949,IPIRANGA,RUA BOM PASTOR
22708,TomTom,15794,-23.59373,-46.60667,14.2824602127,1949,IPIRANGA,RUA BOM PASTOR
22709,OpenRouteService,15794,-23.619041,-46.450611,0.8,1949,IPIRANGA,RUA BOM PASTOR
22710,Google,15794,-23.5937407,-46.6065695,,1949,IPIRANGA,RUA BOM PASTOR
22711,MapBox,15795,-23.594481,-46.604634,0.787619,2794,IPIRANGA,CIPRIANO BARATA
22712,OpenRouteService,15795,-23.583948,-46.605635,0.8,2794,IPIRANGA,CIPRIANO BARATA
22713,TomTom,15795,-23.5945,-46.60471,12.0475168228,2794,IPIRANGA,CIPRIANO BARATA
22714,Google,15795,-23.594481,-46.6049213,,2794,IPIRANGA,CIPRIANO BARATA
22715,MapBox,15796,-23.502943,-46.6797494,0.691389,214,IPIRANGA,LIMA E SILVA
22716,TomTom,15796,-23.59518,-46.60433,14.211019516,214,IPIRANGA,LIMA E SILVA
22717,OpenRouteService,15796,-23.535001,-46.702642,0.8,214,IPIRANGA,LIMA E SILVA
22718,Google,15796,-23.5952539,-46.6043412,,214,IPIRANGA,LIMA E SILVA
22719,MapBox,15797,-23.591821,-46.604877,0.787619,      2563,IPIRANGA,CIPRIANO BARATA
22720,OpenRouteService,15797,-23.583948,-46.605635,0.8,      2563,IPIRANGA,CIPRIANO BARATA
22721,Google,15797,-23.5923778,-46.6045446,,      2563,IPIRANGA,CIPRIANO BARATA
22722,OpenRouteService,15798,-23.605899,-46.602871,0.8,76,SACOMA,RUA ANATOLE FRANCE
22723,Google,15798,-23.6063026,-46.6033072,,76,SACOMA,RUA ANATOLE FRANCE
22724,TomTom,15798,-23.60619,-46.60384,14.1170272827,76,SACOMA,RUA ANATOLE FRANCE
22725,MapBox,15798,-23.60632,-46.603225,0.795556,76,SACOMA,RUA ANATOLE FRANCE
22726,Google,15799,-23.606194,-46.60220890000001,,350,SACOMA,RUA AMERICO SAMARONE
22727,MapBox,15799,-23.614558,-46.604457,0.74,350,SACOMA,RUA AMERICO SAMARONE
22728,TomTom,15799,-23.6063,-46.60213,14.2824602127,350,SACOMA,RUA AMERICO SAMARONE
22729,OpenRouteService,15799,-23.608119,-46.602879,0.8,350,SACOMA,RUA AMERICO SAMARONE
22730,TomTom,15800,-23.60605,-46.60049,16.4244728088,75,SACOMA,RUA CORONEL FRANCISCO INACIO
22731,OpenRouteService,15800,-23.610846,-46.601354,0.8,75,SACOMA,RUA CORONEL FRANCISCO INACIO
22732,MapBox,15800,-23.605578,-46.60075,0.801728,75,SACOMA,RUA CORONEL FRANCISCO INACIO
22733,Google,15800,-23.6060773,-46.6004647,,75,SACOMA,RUA CORONEL FRANCISCO INACIO
22734,MapBox,15801,-23.601347,-46.6021185,0.724127,27/31,IPIRANGA,RUA GREENFELD
22735,Google,15801,-23.6012651,-46.6033956,,27/31,IPIRANGA,RUA GREENFELD
22736,TomTom,15801,-23.60123,-46.60335,12.0984487534,27/31,IPIRANGA,RUA GREENFELD
22737,OpenRouteService,15801,-23.601316,-46.602147,0.8,27/31,IPIRANGA,RUA GREENFELD
22738,MapBox,15802,-23.601657,-46.602237,0.787619,130,IPIRANGA,RUA GREENFELD
22739,OpenRouteService,15802,-23.601658,-46.602237,0.8,130,IPIRANGA,RUA GREENFELD
22740,TomTom,15802,-23.60137,-46.60252,11.9583129883,130,IPIRANGA,RUA GREENFELD
22741,Google,15802,-23.60142,-46.60228,,130,IPIRANGA,RUA GREENFELD
22742,Google,15803,-23.6055634,-46.5988005,,475,SACOMA,LAGRIMAS
22743,MapBox,15803,-23.6402791,-46.436525,0.689653,475,SACOMA,LAGRIMAS
22744,TomTom,15803,-23.60557,-46.59878,9.62931633,475,SACOMA,LAGRIMAS
22745,OpenRouteService,15803,-20.489613,-47.42802,1.0,475,SACOMA,LAGRIMAS
22746,TomTom,15804,-23.60668,-46.5983,12.0475177765,603,SACOMA,DAS LAGRIMAS
22747,Google,15804,-23.6067308,-46.5981789,,603,SACOMA,DAS LAGRIMAS
22748,OpenRouteService,15804,-20.489613,-47.42802,1.0,603,SACOMA,DAS LAGRIMAS
22749,MapBox,15804,-23.6296717,-46.587478,0.670952,603,SACOMA,DAS LAGRIMAS
