number,street,city,latGold,lonGold,geoapi_id,request_id,lat,long,accuracy,public_place
643,AVENIDA ACOCE,SAO PAULO,-23.604676,-46.65486,TomTom,15526,-23.60465,-46.6549,12.0984487534,AVENIDA ACOCE
643,AVENIDA ACOCE,SAO PAULO,-23.604676,-46.65486,OpenRouteService,15526,-23.603352,-46.656636,0.8,AVENIDA ACOCE
539,RUA MINSTRO GABRIEL DE RESENDE PASSOS,SAO PAULO,-23.601034,-46.661108,Google,15527,-23.600974,-46.6611043,,RUA MINSTRO GABRIEL DE RESENDE PASSOS
539,RUA MINSTRO GABRIEL DE RESENDE PASSOS,SAO PAULO,-23.601034,-46.661108,TomTom,15527,-23.60089,-46.66109,17.3689727783,RUA MINSTRO GABRIEL DE RESENDE PASSOS
539,RUA MINSTRO GABRIEL DE RESENDE PASSOS,SAO PAULO,-23.601034,-46.661108,OpenRouteService,15527,-23.570533,-46.663713,0.6,RUA MINSTRO GABRIEL DE RESENDE PASSOS
539,RUA MINSTRO GABRIEL DE RESENDE PASSOS,SAO PAULO,-23.601034,-46.661108,MapBox,15527,-23.5998162,-46.6627523,0.629394,RUA MINSTRO GABRIEL DE RESENDE PASSOS
81,ALAMEDA IRAE,SAO PAULO,-23.600641,-46.657722,TomTom,15528,-23.60074,-46.65773,12.0984487534,ALAMEDA IRAE
81,ALAMEDA IRAE,SAO PAULO,-23.600641,-46.657722,MapBox,15528,-23.600687,-46.657783,0.787619,ALAMEDA IRAE
81,ALAMEDA IRAE,SAO PAULO,-23.600641,-46.657722,Google,15528,-23.6007629,-46.6576368,,ALAMEDA IRAE
81,ALAMEDA IRAE,SAO PAULO,-23.600641,-46.657722,OpenRouteService,15528,-23.600687,-46.657783,0.8,ALAMEDA IRAE
35,IRAE,SAO PAULO,-23.600408,-46.657489,OpenRouteService,15529,-23.570533,-46.663713,0.6,IRAE
35,IRAE,SAO PAULO,-23.600408,-46.657489,MapBox,15529,-23.600453,-46.657558,0.71963,IRAE
35,IRAE,SAO PAULO,-23.600408,-46.657489,TomTom,15529,-23.60039,-46.65755,9.5448856354,IRAE
35,IRAE,SAO PAULO,-23.600408,-46.657489,Google,15529,-23.6003332,-46.6572352,,IRAE
981,IBIRAPUERA,SAO PAULO,-23.595402,-46.654256,Google,15530,-23.5836023,-46.6644988,,IBIRAPUERA
981,IBIRAPUERA,SAO PAULO,-23.595402,-46.654256,MapBox,15530,-23.596617,-46.653969,0.71963,IBIRAPUERA
981,IBIRAPUERA,SAO PAULO,-23.595402,-46.654256,TomTom,15530,-23.59546,-46.65435,9.6567392349,IBIRAPUERA
981,IBIRAPUERA,SAO PAULO,-23.595402,-46.654256,OpenRouteService,15530,-20.489613,-47.42802,1.0,IBIRAPUERA
411,RUA JOAQUIM DE ALMEIDA,SAO PAULO,-23.606547,-46.647239,Google,15531,-23.6067298,-46.6471327,,RUA JOAQUIM DE ALMEIDA
411,RUA JOAQUIM DE ALMEIDA,SAO PAULO,-23.606547,-46.647239,OpenRouteService,15531,-23.606348,-46.64583,0.8,RUA JOAQUIM DE ALMEIDA
411,RUA JOAQUIM DE ALMEIDA,SAO PAULO,-23.606547,-46.647239,MapBox,15531,-23.5566726,-46.5790807,0.752346,RUA JOAQUIM DE ALMEIDA
411,RUA JOAQUIM DE ALMEIDA,SAO PAULO,-23.606547,-46.647239,TomTom,15531,-23.6067,-46.64714,16.4314441681,RUA JOAQUIM DE ALMEIDA
2211,RUA LUIS GOIS,SAO PAULO,-23.603946,-46.649011,MapBox,15532,-23.603911,-46.648763,0.795556,RUA LUIS GOIS
2211,RUA LUIS GOIS,SAO PAULO,-23.603946,-46.649011,OpenRouteService,15532,-23.603993,-46.642864,0.8,RUA LUIS GOIS
2211,RUA LUIS GOIS,SAO PAULO,-23.603946,-46.649011,TomTom,15532,-23.60398,-46.65071,14.1170272827,RUA LUIS GOIS
2211,RUA LUIS GOIS,SAO PAULO,-23.603946,-46.649011,Google,15532,-23.6042907,-46.649296,,RUA LUIS GOIS
2211,RUA LUIS GOIS,SAO PAULO,-23.603946,-46.649011,TomTom,15533,-23.60398,-46.65071,14.1170272827,RUA LUIS GOIS
2211,RUA LUIS GOIS,SAO PAULO,-23.603946,-46.649011,Google,15533,-23.6042907,-46.649296,,RUA LUIS GOIS
2211,RUA LUIS GOIS,SAO PAULO,-23.603946,-46.649011,OpenRouteService,15533,-23.603993,-46.642864,0.8,RUA LUIS GOIS
2211,RUA LUIS GOIS,SAO PAULO,-23.603946,-46.649011,MapBox,15533,-23.603911,-46.648763,0.795556,RUA LUIS GOIS
1098,AVENIDA DOUTOR ALTINO ARANTES,SAO PAULO,-23.602563,-46.64745,Google,15534,-23.6024303,-46.6475654,,AVENIDA DOUTOR ALTINO ARANTES
1098,AVENIDA DOUTOR ALTINO ARANTES,SAO PAULO,-23.602563,-46.64745,MapBox,15534,-23.602675,-46.647654,0.801728,AVENIDA DOUTOR ALTINO ARANTES
1098,AVENIDA DOUTOR ALTINO ARANTES,SAO PAULO,-23.602563,-46.64745,TomTom,15534,-23.60237,-46.64733,16.4244728088,AVENIDA DOUTOR ALTINO ARANTES
1098,AVENIDA DOUTOR ALTINO ARANTES,SAO PAULO,-23.602563,-46.64745,OpenRouteService,15534,-23.60266,-46.650236,0.8,AVENIDA DOUTOR ALTINO ARANTES
1809,RUA PEDRO DE TOLEDO,SAO PAULO,-23.597536,-46.652079,OpenRouteService,15535,-23.598515,-46.637374,0.8,RUA PEDRO DE TOLEDO
1809,RUA PEDRO DE TOLEDO,SAO PAULO,-23.597536,-46.652079,TomTom,15535,-23.59725,-46.65566,16.2411193848,RUA PEDRO DE TOLEDO
1809,RUA PEDRO DE TOLEDO,SAO PAULO,-23.597536,-46.652079,Google,15535,-23.5976691,-46.6551079,,RUA PEDRO DE TOLEDO
1809,RUA PEDRO DE TOLEDO,SAO PAULO,-23.597536,-46.652079,MapBox,15535,-23.437902,-46.495954,0.865309,RUA PEDRO DE TOLEDO
1555,BORGES LAGOA,SAO PAULO,-23.596332,-46.652445,OpenRouteService,15536,-23.570533,-46.663713,0.6,BORGES LAGOA
1555,BORGES LAGOA,SAO PAULO,-23.596332,-46.652445,Google,15536,-23.5966662,-46.6520145,,BORGES LAGOA
1555,BORGES LAGOA,SAO PAULO,-23.596332,-46.652445,TomTom,15536,-23.59637,-46.65214,12.0475168228,BORGES LAGOA
1555,BORGES LAGOA,SAO PAULO,-23.596332,-46.652445,MapBox,15536,-23.596469,-46.650237,0.787619,BORGES LAGOA
       103,IPE,SAO PAULO,-23.593785,-46.651717,Google,15537,-23.5941088,-46.651601,,IPE
       103,IPE,SAO PAULO,-23.593785,-46.651717,MapBox,15537,-23.614886,-46.513468,0.777037,IPE
       103,IPE,SAO PAULO,-23.593785,-46.651717,OpenRouteService,15537,-20.489613,-47.42802,1.0,IPE
1338,RUA DOUTOR DIOGO DE FARIA,SAO PAULO,-23.595078,-46.649755,TomTom,15538,-23.59483,-46.64983,18.5325260162,RUA DOUTOR DIOGO DE FARIA
1338,RUA DOUTOR DIOGO DE FARIA,SAO PAULO,-23.595078,-46.649755,MapBox,15538,-23.59614965,-46.6421149910772,0.762222,RUA DOUTOR DIOGO DE FARIA
1338,RUA DOUTOR DIOGO DE FARIA,SAO PAULO,-23.595078,-46.649755,Google,15538,-23.5941534,-46.6498476,,RUA DOUTOR DIOGO DE FARIA
1338,RUA DOUTOR DIOGO DE FARIA,SAO PAULO,-23.595078,-46.649755,OpenRouteService,15538,-23.595738,-46.643543,0.8,RUA DOUTOR DIOGO DE FARIA
477,RUA JOSE DE MAGALHAES,SAO PAULO,-23.598345,-46.649194,Google,15539,-23.5982883,-46.6492753,,RUA JOSE DE MAGALHAES
477,RUA JOSE DE MAGALHAES,SAO PAULO,-23.598345,-46.649194,OpenRouteService,15539,-23.597202,-46.649246,0.8,RUA JOSE DE MAGALHAES
477,RUA JOSE DE MAGALHAES,SAO PAULO,-23.598345,-46.649194,MapBox,15539,-23.598386,-46.649262,0.801728,RUA JOSE DE MAGALHAES
477,RUA JOSE DE MAGALHAES,SAO PAULO,-23.598345,-46.649194,TomTom,15539,-23.59829,-46.64926,16.4314441681,RUA JOSE DE MAGALHAES
1231,RUA PEDRO DE TOLEDO,SAO PAULO,-23.597934,-46.64875,Google,15540,-23.598187,-46.6483771,,RUA PEDRO DE TOLEDO
1231,RUA PEDRO DE TOLEDO,SAO PAULO,-23.597934,-46.64875,TomTom,15540,-23.59794,-46.64883,16.2411193848,RUA PEDRO DE TOLEDO
1231,RUA PEDRO DE TOLEDO,SAO PAULO,-23.597934,-46.64875,OpenRouteService,15540,-23.598515,-46.637374,0.8,RUA PEDRO DE TOLEDO
1231,RUA PEDRO DE TOLEDO,SAO PAULO,-23.597934,-46.64875,MapBox,15540,-23.597941,-46.648583,0.801728,RUA PEDRO DE TOLEDO
1963,LOEFGREEN,SAO PAULO,-23.599447,-46.645726,Google,15541,-23.5141269,-46.4487108,,LOEFGREEN
1963,LOEFGREEN,SAO PAULO,-23.599447,-46.645726,OpenRouteService,15541,-23.599468,-46.633367,1.0,LOEFGREEN
1963,LOEFGREEN,SAO PAULO,-23.599447,-46.645726,MapBox,15541,-23.599489,-46.645442,0.71963,LOEFGREEN
1963,LOEFGREEN,SAO PAULO,-23.599447,-46.645726,TomTom,15541,-23.59968,-46.64359,9.2888851166,LOEFGREEN
1963,LOEFGREEN,SAO PAULO,-23.599447,-46.645726,OpenRouteService,15542,-23.599468,-46.633367,1.0,LOEFGREEN
1963,LOEFGREEN,SAO PAULO,-23.599447,-46.645726,TomTom,15542,-23.59968,-46.64359,9.2888851166,LOEFGREEN
1963,LOEFGREEN,SAO PAULO,-23.599447,-46.645726,Google,15542,-23.5141269,-46.4487108,,LOEFGREEN
1963,LOEFGREEN,SAO PAULO,-23.599447,-46.645726,MapBox,15542,-23.599489,-46.645442,0.71963,LOEFGREEN
181,ALAMEDA TACAUNAS DOS,SAO PAULO,-23.62063,-46.644312,TomTom,15543,-23.62051,-46.64392,13.4422025681,ALAMEDA TACAUNAS DOS
181,ALAMEDA TACAUNAS DOS,SAO PAULO,-23.62063,-46.644312,Google,15543,-23.6214871,-46.6469535,,ALAMEDA TACAUNAS DOS
181,ALAMEDA TACAUNAS DOS,SAO PAULO,-23.62063,-46.644312,OpenRouteService,15543,-23.620564,-46.644094,0.8,ALAMEDA TACAUNAS DOS
181,ALAMEDA TACAUNAS DOS,SAO PAULO,-23.62063,-46.644312,MapBox,15543,-23.620982,-46.643936,0.678889,ALAMEDA TACAUNAS DOS
361,MAURO,SAO PAULO,-23.620355,-46.641335,Google,15544,-23.6203227,-46.6413898,,MAURO
361,MAURO,SAO PAULO,-23.620355,-46.641335,OpenRouteService,15544,-23.570533,-46.663713,0.6,MAURO
361,MAURO,SAO PAULO,-23.620355,-46.641335,MapBox,15544,-23.607595,-46.471783,0.777037,MAURO
361,MAURO,SAO PAULO,-23.620355,-46.641335,TomTom,15544,-23.6204,-46.6413,9.6567392349,MAURO
226,MAURO,SAO PAULO,-23.61912,-46.641308,TomTom,15545,-23.619,-46.6417,9.6567392349,MAURO
226,MAURO,SAO PAULO,-23.61912,-46.641308,Google,15545,-23.6191337,-46.6424393,,MAURO
226,MAURO,SAO PAULO,-23.61912,-46.641308,OpenRouteService,15545,-23.570533,-46.663713,0.6,MAURO
226,MAURO,SAO PAULO,-23.61912,-46.641308,MapBox,15545,-23.607682,-46.471801,0.777037,MAURO
247,APRIGIO GONZAGA PROFESSOR,SAO PAULO,-23.624303,-46.637866,Google,15546,-23.6246437,-46.6349809,,APRIGIO GONZAGA PROFESSOR
247,APRIGIO GONZAGA PROFESSOR,SAO PAULO,-23.624303,-46.637866,MapBox,15546,-23.6245509,-46.6353824,0.684444,APRIGIO GONZAGA PROFESSOR
247,APRIGIO GONZAGA PROFESSOR,SAO PAULO,-23.624303,-46.637866,OpenRouteService,15546,-17.259341,-49.243093,1.0,APRIGIO GONZAGA PROFESSOR
247,APRIGIO GONZAGA PROFESSOR,SAO PAULO,-23.624303,-46.637866,TomTom,15546,-23.62417,-46.63807,14.0293321609,APRIGIO GONZAGA PROFESSOR
1870,AVENIDA JABAQUARA,SAO PAULO,-23.620588,-46.639782,OpenRouteService,15547,-23.620757,-46.63988,0.8,AVENIDA JABAQUARA
1870,AVENIDA JABAQUARA,SAO PAULO,-23.620588,-46.639782,MapBox,15547,-23.620699,-46.640016,0.787619,AVENIDA JABAQUARA
1870,AVENIDA JABAQUARA,SAO PAULO,-23.620588,-46.639782,TomTom,15547,-23.6207,-46.64006,12.0984487534,AVENIDA JABAQUARA
1870,AVENIDA JABAQUARA,SAO PAULO,-23.620588,-46.639782,Google,15547,-23.6206409,-46.6399419,,AVENIDA JABAQUARA
55,RUA DECIO,SAO PAULO,-23.618887,-46.640679,TomTom,15548,-23.61939,-46.64013,12.0984487534,RUA DECIO
55,RUA DECIO,SAO PAULO,-23.618887,-46.640679,Google,15548,-23.619431,-46.6400848,,RUA DECIO
55,RUA DECIO,SAO PAULO,-23.618887,-46.640679,MapBox,15548,-23.619193,-46.640159,0.787619,RUA DECIO
55,RUA DECIO,SAO PAULO,-23.618887,-46.640679,OpenRouteService,15548,-23.619193,-46.640159,0.8,RUA DECIO
295,RUA PARACATU,SAO PAULO,-23.621583,-46.638679,TomTom,15549,-23.62161,-46.63873,12.0984487534,RUA PARACATU
295,RUA PARACATU,SAO PAULO,-23.621583,-46.638679,Google,15549,-23.621685,-46.6384467,,RUA PARACATU
295,RUA PARACATU,SAO PAULO,-23.621583,-46.638679,MapBox,15549,-23.621366,-46.641341,0.787619,RUA PARACATU
295,RUA PARACATU,SAO PAULO,-23.621583,-46.638679,OpenRouteService,15549,-23.621924,-46.635201,0.8,RUA PARACATU
118,APOTRIBU,SAO PAULO,-23.620674,-46.638342,OpenRouteService,15550,-20.489613,-47.42802,1.0,APOTRIBU
118,APOTRIBU,SAO PAULO,-23.620674,-46.638342,TomTom,15550,-23.6207,-46.63858,9.6567392349,APOTRIBU
118,APOTRIBU,SAO PAULO,-23.620674,-46.638342,MapBox,15550,-23.620634,-46.638592,0.71963,APOTRIBU
118,APOTRIBU,SAO PAULO,-23.620674,-46.638342,Google,15550,-23.6208439,-46.6386503,,APOTRIBU
57,RUA APOTRIBU,SAO PAULO,-23.620491,-46.638892,MapBox,15551,-23.6206411,-46.6374917,0.724127,RUA APOTRIBU
57,RUA APOTRIBU,SAO PAULO,-23.620491,-46.638892,Google,15551,-23.6204183,-46.6391338,,RUA APOTRIBU
57,RUA APOTRIBU,SAO PAULO,-23.620491,-46.638892,OpenRouteService,15551,-23.620674,-46.638081,0.8,RUA APOTRIBU
57,RUA APOTRIBU,SAO PAULO,-23.620491,-46.638892,TomTom,15551,-23.62045,-46.63909,12.0984487534,RUA APOTRIBU
       178,APOTRIBU,SAO PAULO,-23.620719,-46.637779,OpenRouteService,15552,-20.489613,-47.42802,1.0,APOTRIBU
       178,APOTRIBU,SAO PAULO,-23.620719,-46.637779,MapBox,15552,-23.620634,-46.638592,0.71963,APOTRIBU
       178,APOTRIBU,SAO PAULO,-23.620719,-46.637779,Google,15552,-23.6208781,-46.63800579999999,,APOTRIBU
1673,AVENIDA JABAQUARA,SAO PAULO,-23.618847,-46.63905,Google,15553,-23.6190352,-46.6389647,,AVENIDA JABAQUARA
1673,AVENIDA JABAQUARA,SAO PAULO,-23.618847,-46.63905,MapBox,15553,-23.618791,-46.639117,0.787619,AVENIDA JABAQUARA
1673,AVENIDA JABAQUARA,SAO PAULO,-23.618847,-46.63905,TomTom,15553,-23.61905,-46.63919,12.0984487534,AVENIDA JABAQUARA
1673,AVENIDA JABAQUARA,SAO PAULO,-23.618847,-46.63905,OpenRouteService,15553,-23.619612,-46.638093,0.8,AVENIDA JABAQUARA
54,RUA PEREIRA ESTEFANO,SAO PAULO,-23.617729,-46.638349,MapBox,15554,-23.61789,-46.638534,0.795556,RUA PEREIRA ESTEFANO
54,RUA PEREIRA ESTEFANO,SAO PAULO,-23.617729,-46.638349,OpenRouteService,15554,-23.61772,-46.638495,0.8,RUA PEREIRA ESTEFANO
54,RUA PEREIRA ESTEFANO,SAO PAULO,-23.617729,-46.638349,Google,15554,-23.6178625,-46.6385368,,RUA PEREIRA ESTEFANO
54,RUA PEREIRA ESTEFANO,SAO PAULO,-23.617729,-46.638349,TomTom,15554,-23.61774,-46.63852,14.2824602127,RUA PEREIRA ESTEFANO
425,RUA FIACAO DONA SAUDE,SAO PAULO,-23.619252,-46.637839,OpenRouteService,15555,-23.570533,-46.663713,0.6,RUA FIACAO DONA SAUDE
425,RUA FIACAO DONA SAUDE,SAO PAULO,-23.619252,-46.637839,Google,15555,-23.6190973,-46.6381787,,RUA FIACAO DONA SAUDE
425,RUA FIACAO DONA SAUDE,SAO PAULO,-23.619252,-46.637839,MapBox,15555,-22.7469169,-45.6160452,0.508519,RUA FIACAO DONA SAUDE
425,RUA FIACAO DONA SAUDE,SAO PAULO,-23.619252,-46.637839,TomTom,15555,-23.61981,-46.63806,13.8668308258,RUA FIACAO DONA SAUDE
659,GUATAS,SAO PAULO,-23.614948,-46.644134,TomTom,15556,-23.61502,-46.64432,9.62931633,GUATAS
659,GUATAS,SAO PAULO,-23.614948,-46.644134,OpenRouteService,15556,-20.489613,-47.42802,1.0,GUATAS
659,GUATAS,SAO PAULO,-23.614948,-46.644134,Google,15556,-23.6151322,-46.6442484,,GUATAS
659,GUATAS,SAO PAULO,-23.614948,-46.644134,MapBox,15556,-23.597262,-46.733423,0.708148,GUATAS
244,RUA BOGARIS DOS,SAO PAULO,-23.610428,-46.644466,Google,15557,-23.6099362,-46.6443606,,RUA BOGARIS DOS
244,RUA BOGARIS DOS,SAO PAULO,-23.610428,-46.644466,OpenRouteService,15557,-23.609932,-46.643608,0.8,RUA BOGARIS DOS
244,RUA BOGARIS DOS,SAO PAULO,-23.610428,-46.644466,MapBox,15557,-23.6100735,-46.6436926,0.634444,RUA BOGARIS DOS
244,RUA BOGARIS DOS,SAO PAULO,-23.610428,-46.644466,TomTom,15557,-23.61064,-46.64421,13.4422025681,RUA BOGARIS DOS
244,RUA DOS BOGARIS,SAO PAULO,-23.610428,-46.644466,Google,15558,-23.6107165,-46.6442617,,RUA DOS BOGARIS
244,RUA DOS BOGARIS,SAO PAULO,-23.610428,-46.644466,OpenRouteService,15558,-23.609932,-46.643608,0.8,RUA DOS BOGARIS
244,RUA DOS BOGARIS,SAO PAULO,-23.610428,-46.644466,TomTom,15558,-23.61064,-46.64421,14.2824602127,RUA DOS BOGARIS
244,RUA DOS BOGARIS,SAO PAULO,-23.610428,-46.644466,MapBox,15558,-23.6100735,-46.6436926,0.74,RUA DOS BOGARIS
200,RUA BOGARIS DOS,SAO PAULO,-23.610252,-46.644759,Google,15559,-23.6099362,-46.6443606,,RUA BOGARIS DOS
200,RUA BOGARIS DOS,SAO PAULO,-23.610252,-46.644759,OpenRouteService,15559,-23.609932,-46.643608,0.8,RUA BOGARIS DOS
200,RUA BOGARIS DOS,SAO PAULO,-23.610252,-46.644759,MapBox,15559,-23.6100735,-46.6436926,0.634444,RUA BOGARIS DOS
200,RUA BOGARIS DOS,SAO PAULO,-23.610252,-46.644759,TomTom,15559,-23.61008,-46.64493,13.4422025681,RUA BOGARIS DOS
       515,ITAIPU,SAO PAULO,-23.613428,-46.642938,Google,15560,-23.6136754,-46.6432682,,ITAIPU
       515,ITAIPU,SAO PAULO,-23.613428,-46.642938,OpenRouteService,15560,-23.570533,-46.663713,0.6,ITAIPU
       515,ITAIPU,SAO PAULO,-23.613428,-46.642938,MapBox,15560,-21.114852,-48.95702,0.59,ITAIPU
281,ALAMEDA GUATAS DOS,SAO PAULO,-23.613846,-46.6408,Google,15561,-23.6156859,-46.6463854,,ALAMEDA GUATAS DOS
281,ALAMEDA GUATAS DOS,SAO PAULO,-23.613846,-46.6408,MapBox,15561,-23.613671,-46.640722,0.678889,ALAMEDA GUATAS DOS
281,ALAMEDA GUATAS DOS,SAO PAULO,-23.613846,-46.6408,OpenRouteService,15561,-23.613811,-46.641046,0.8,ALAMEDA GUATAS DOS
281,ALAMEDA GUATAS DOS,SAO PAULO,-23.613846,-46.6408,TomTom,15561,-23.61374,-46.6408,13.4422025681,ALAMEDA GUATAS DOS
1314,AVENIDA JABAQUARA,SAO PAULO,-23.615738,-46.638698,MapBox,15562,-23.615546,-46.638642,0.787619,AVENIDA JABAQUARA
1314,AVENIDA JABAQUARA,SAO PAULO,-23.615738,-46.638698,TomTom,15562,-23.61568,-46.63874,12.0984487534,AVENIDA JABAQUARA
1314,AVENIDA JABAQUARA,SAO PAULO,-23.615738,-46.638698,OpenRouteService,15562,-23.615695,-46.638908,0.8,AVENIDA JABAQUARA
1314,AVENIDA JABAQUARA,SAO PAULO,-23.615738,-46.638698,Google,15562,-23.6157358,-46.6389137,,AVENIDA JABAQUARA
332,RUA PERO NETO,SAO PAULO,-23.612543,-46.640434,MapBox,15563,-23.6117708,-46.6391885,0.74,RUA PERO NETO
332,RUA PERO NETO,SAO PAULO,-23.612543,-46.640434,OpenRouteService,15563,-23.611989,-46.639549,0.8,RUA PERO NETO
332,RUA PERO NETO,SAO PAULO,-23.612543,-46.640434,Google,15563,-23.6125007,-46.64065739999999,,RUA PERO NETO
332,RUA PERO NETO,SAO PAULO,-23.612543,-46.640434,TomTom,15563,-23.61255,-46.64055,14.2824602127,RUA PERO NETO
322,RUA DOUTOR MAURICIO DE LACERDA,SAO PAULO,-23.625576,-46.63535,Google,15564,-23.6260125,-46.6359894,,RUA DOUTOR MAURICIO DE LACERDA
322,RUA DOUTOR MAURICIO DE LACERDA,SAO PAULO,-23.625576,-46.63535,OpenRouteService,15564,-23.570533,-46.663713,0.6,RUA DOUTOR MAURICIO DE LACERDA
322,RUA DOUTOR MAURICIO DE LACERDA,SAO PAULO,-23.625576,-46.63535,TomTom,15564,-23.62592,-46.63629,15.9619245529,RUA DOUTOR MAURICIO DE LACERDA
322,RUA DOUTOR MAURICIO DE LACERDA,SAO PAULO,-23.625576,-46.63535,MapBox,15564,-23.624971,-46.6316433,0.673333,RUA DOUTOR MAURICIO DE LACERDA
180,RUA DOUTOR MAURICIO DE LACERDA,SAO PAULO,-23.625241,-46.633729,Google,15565,-23.6262322,-46.6373267,,RUA DOUTOR MAURICIO DE LACERDA
180,RUA DOUTOR MAURICIO DE LACERDA,SAO PAULO,-23.625241,-46.633729,OpenRouteService,15565,-23.570533,-46.663713,0.6,RUA DOUTOR MAURICIO DE LACERDA
180,RUA DOUTOR MAURICIO DE LACERDA,SAO PAULO,-23.625241,-46.633729,MapBox,15565,-23.624971,-46.6316433,0.673333,RUA DOUTOR MAURICIO DE LACERDA
180,RUA DOUTOR MAURICIO DE LACERDA,SAO PAULO,-23.625241,-46.633729,TomTom,15565,-23.62614,-46.63734,15.9619245529,RUA DOUTOR MAURICIO DE LACERDA
298,IBITURUNA,SAO PAULO,-23.623093,-46.631931,MapBox,15566,-23.62288,-46.636648,0.71963,IBITURUNA
298,IBITURUNA,SAO PAULO,-23.623093,-46.631931,OpenRouteService,15566,-20.489613,-47.42802,1.0,IBITURUNA
298,IBITURUNA,SAO PAULO,-23.623093,-46.631931,Google,15566,-23.6229149,-46.63719709999999,,IBITURUNA
298,IBITURUNA,SAO PAULO,-23.623093,-46.631931,TomTom,15566,-23.62313,-46.63724,9.6567392349,IBITURUNA
936,MIGUEL STEFANO,SAO PAULO,-23.621968,-46.630581,MapBox,15567,-23.5045225,-46.5021745,0.660635,MIGUEL STEFANO
936,MIGUEL STEFANO,SAO PAULO,-23.621968,-46.630581,OpenRouteService,15567,-20.489613,-47.42802,1.0,MIGUEL STEFANO
936,MIGUEL STEFANO,SAO PAULO,-23.621968,-46.630581,Google,15567,-23.6220072,-46.6308717,,MIGUEL STEFANO
936,MIGUEL STEFANO,SAO PAULO,-23.621968,-46.630581,TomTom,15567,-23.98182,-46.2444,11.4477939606,MIGUEL STEFANO
190,RUA VUTURUNA,SAO PAULO,-23.621426,-46.629898,Google,15568,-23.6204318,-46.6294688,,RUA VUTURUNA
190,RUA VUTURUNA,SAO PAULO,-23.621426,-46.629898,OpenRouteService,15568,-23.620995,-46.629792,0.8,RUA VUTURUNA
190,RUA VUTURUNA,SAO PAULO,-23.621426,-46.629898,TomTom,15568,-23.62051,-46.62978,12.0984487534,RUA VUTURUNA
190,RUA VUTURUNA,SAO PAULO,-23.621426,-46.629898,MapBox,15568,-23.620911,-46.6297724,0.724127,RUA VUTURUNA
451,RUA CARNEIRO DONA CUNHA,SAO PAULO,-23.617367,-46.635868,TomTom,15569,-23.61705,-46.63619,14.0293321609,RUA CARNEIRO DONA CUNHA
451,RUA CARNEIRO DONA CUNHA,SAO PAULO,-23.617367,-46.635868,MapBox,15569,-23.466469,-46.423072,0.584136,RUA CARNEIRO DONA CUNHA
451,RUA CARNEIRO DONA CUNHA,SAO PAULO,-23.617367,-46.635868,OpenRouteService,15569,-23.570533,-46.663713,0.6,RUA CARNEIRO DONA CUNHA
451,RUA CARNEIRO DONA CUNHA,SAO PAULO,-23.617367,-46.635868,Google,15569,-23.616997,-46.6358791,,RUA CARNEIRO DONA CUNHA
867,RUA CATULO DONA PAIXAO CEARENSE,SAO PAULO,-23.616972,-46.635006,OpenRouteService,15570,-23.570533,-46.663713,0.6,RUA CATULO DONA PAIXAO CEARENSE
867,RUA CATULO DONA PAIXAO CEARENSE,SAO PAULO,-23.616972,-46.635006,Google,15570,-23.6139735,-46.628505,,RUA CATULO DONA PAIXAO CEARENSE
867,RUA CATULO DONA PAIXAO CEARENSE,SAO PAULO,-23.616972,-46.635006,TomTom,15570,-23.61397,-46.6285,16.3333148956,RUA CATULO DONA PAIXAO CEARENSE
867,RUA CATULO DONA PAIXAO CEARENSE,SAO PAULO,-23.616972,-46.635006,MapBox,15570,-22.7469169,-45.6160452,0.493704,RUA CATULO DONA PAIXAO CEARENSE
246,RUA JUA,SAO PAULO,-23.612837,-46.635985,MapBox,15571,-23.61258,-46.634697,0.787619,RUA JUA
246,RUA JUA,SAO PAULO,-23.612837,-46.635985,Google,15571,-23.6126827,-46.6347106,,RUA JUA
246,RUA JUA,SAO PAULO,-23.612837,-46.635985,OpenRouteService,15571,-23.612794,-46.63486,0.8,RUA JUA
246,RUA JUA,SAO PAULO,-23.612837,-46.635985,TomTom,15571,-23.61267,-46.63471,12.0984487534,RUA JUA
      1072,CARAMURU,SAO PAULO,-23.613317,-46.635028,OpenRouteService,15572,-23.570533,-46.663713,0.6,CARAMURU
      1072,CARAMURU,SAO PAULO,-23.613317,-46.635028,Google,15572,-23.6133228,-46.635406,,CARAMURU
      1072,CARAMURU,SAO PAULO,-23.613317,-46.635028,MapBox,15572,-23.61314,-46.635309,0.71963,CARAMURU
116,RUA BERTIOGA,SAO PAULO,-23.610283,-46.635727,MapBox,15573,-23.610241,-46.635866,0.787619,RUA BERTIOGA
116,RUA BERTIOGA,SAO PAULO,-23.610283,-46.635727,OpenRouteService,15573,-23.610247,-46.634988,0.8,RUA BERTIOGA
116,RUA BERTIOGA,SAO PAULO,-23.610283,-46.635727,Google,15573,-23.6103748,-46.6357795,,RUA BERTIOGA
116,RUA BERTIOGA,SAO PAULO,-23.610283,-46.635727,TomTom,15573,-23.61031,-46.63579,12.0984487534,RUA BERTIOGA
320,RUA BERTIOGA,SAO PAULO,-23.611136,-46.634215,TomTom,15574,-23.61115,-46.63445,12.0984487534,RUA BERTIOGA
320,RUA BERTIOGA,SAO PAULO,-23.611136,-46.634215,MapBox,15574,-23.610993,-46.634333,0.787619,RUA BERTIOGA
320,RUA BERTIOGA,SAO PAULO,-23.611136,-46.634215,OpenRouteService,15574,-23.610247,-46.634988,0.8,RUA BERTIOGA
